	acousticness	danceability	instrumentalness	valence	energy	target
549	0.0845	0.865	0.158	0.619	0.549	1
550	0.00135	0.794	0.883	0.314	0.481	1
551	0.0193	0.614	0.518	0.726	0.677	1
552	0.0113	0.535	0.00751	0.431	0.857	1
553	0.453	0.815	0.0	0.813	0.672	1
554	0.00104	0.595	0.00733	0.685	0.794	1
555	4.06e-05	0.683	0.000113	0.962	0.698	1
556	0.0829	0.722	0.0	0.606	0.619	1
557	0.0985	0.647	0.0	0.886	0.841	1
558	0.000455	0.428	0.000854	0.48	0.972	1
559	9.19e-06	0.325	0.000288	0.184	0.918	1
560	0.074	0.912	0.762	0.891	0.781	1
561	0.0324	0.771	0.0	0.218	0.416	1
562	0.00069	0.759	0.719	0.315	0.764	1
563	0.135	0.691	0.0291	0.675	0.737	1
564	0.139	0.701	0.0526	0.739	0.822	1
565	0.263	0.736	0.663	0.144	0.58	1
566	0.131	0.564	8.05e-06	0.582	0.912	1
567	0.164	0.824	0.0	0.568	0.513	1
568	0.0451	0.406	0.722	0.822	0.74	1
569	0.116	0.762	0.0	0.781	0.883	1
570	0.078	0.54	0.0	0.62	0.77	1
571	0.109	0.834	0.822	0.306	0.481	1
572	0.00855	0.714	2.55e-05	0.824	0.905	1
573	0.0015	0.36	0.807	0.664	0.774	1
574	0.018	0.609	8.68e-06	0.405	0.798	1
575	0.0047	0.777	0.69	0.18	0.688	1
576	0.135	0.749	0.0	0.196	0.647	1
577	0.0202	0.67	0.00792	0.331	0.544	1
578	0.00627	0.684	0.0	0.245	0.637	1
579	0.151	0.633	0.0	0.761	0.85	1
580	0.049	0.594	0.9	0.14	0.77	1
581	0.0119	0.473	0.00218	0.293	0.794	1
582	0.00207	0.931	0.461	0.865	0.606	1
583	0.432	0.744	0.0	0.56	0.685	1
584	0.0452	0.752	0.0	0.611	0.783	1
585	0.00469	0.821	0.0	0.321	0.469	1
586	0.00271	0.908	0.0	0.256	0.513	1
587	0.0401	0.636	0.0	0.471	0.702	1
588	0.239	0.839	0.0	0.557	0.583	1
589	0.0425	0.79	0.0	0.498	0.531	1
590	0.0596	0.787	0.125	0.606	0.81	1
591	0.000451	0.603	0.493	0.496	0.978	1
592	0.00402	0.937	0.0	0.592	0.67	1
593	0.0912	0.748	0.0036	0.618	0.703	1
594	0.00741	0.727	0.0159	0.59	0.235	1
595	0.000117	0.857	0.816	0.669	0.948	1
596	0.0295	0.793	0.0331	0.711	0.978	1
597	0.0492	0.738	0.734	0.816	0.808	1
598	0.00905	0.864	0.0	0.883	0.86	1
599	0.0234	0.688	0.0	0.645	0.457	1
600	0.423	0.786	0.461	0.43	0.525	1
601	0.00201	0.734	0.11	0.543	0.686	1
602	0.0196	0.765	0.0145	0.564	0.891	1
603	0.00263	0.725	2.14e-06	0.72	0.798	1
604	0.014	0.962	0.642	0.361	0.592	1
605	0.00167	0.845	5.97e-05	0.832	0.455	1
606	0.000321	0.5	0.0293	0.298	0.95	1
607	0.0537	0.648	0.0439	0.851	0.547	1
608	0.00576	0.77	0.0107	0.721	0.69	1
609	3.13e-05	0.61	0.698	0.397	0.907	1
610	0.00318	0.663	0.00217	0.396	0.877	1
611	0.000548	0.831	0.000362	0.356	0.373	1
612	0.0482	0.653	0.0	0.493	0.817	1
613	8.34e-05	0.72	0.0	0.555	0.748	1
614	0.769	0.808	2.07e-06	0.88	0.593	1
615	0.0302	0.798	0.0	0.64	0.481	1
616	0.00706	0.586	0.236	0.747	0.915	1
617	0.15	0.695	0.000212	0.425	0.615	1
618	0.00749	0.587	0.0126	0.13	0.784	1
619	0.0765	0.675	0.000609	0.819	0.862	1
620	0.116	0.671	0.000356	0.302	0.73	1
621	0.00221	0.632	0.0	0.393	0.793	1
622	0.0106	0.774	0.433	0.223	0.92	1
623	0.0415	0.941	0.0	0.695	0.685	1
624	0.0426	0.794	1.07e-06	0.865	0.811	1
625	0.0436	0.805	0.0	0.76	0.634	1
626	0.00584	0.394	0.0	0.195	0.669	1
627	0.0347	0.635	0.000184	0.345	0.459	1
628	0.00116	0.669	0.0	0.163	0.765	1
629	0.0637	0.742	0.0	0.562	0.912	1
630	0.244	0.624	0.0	0.862	0.752	1
631	0.45	0.622	0.0	0.304	0.628	1
632	0.121	0.719	0.0	0.357	0.66	1
633	0.000478	0.525	0.429	0.52	0.8	1
634	0.14	0.525	0.117	0.791	0.538	1
635	0.000373	0.472	0.93	0.166	0.855	1
636	0.00417	0.9	2.04e-05	0.566	0.929	1
637	0.000839	0.802	0.0212	0.407	0.586	1
638	0.000423	0.723	0.936	0.156	0.669	1
639	0.284	0.797	0.00859	0.958	0.508	1
640	0.00255	0.869	0.534	0.457	0.426	1
641	0.0302	0.756	1.98e-06	0.0681	0.595	1
642	0.0267	0.821	1.37e-05	0.91	0.793	1
643	0.000891	0.806	0.864	0.436	0.772	1
644	0.152	0.702	5.11e-06	0.794	0.504	1
645	0.0956	0.646	1.12e-06	0.229	0.929	1
646	0.000736	0.491	3.19e-05	0.516	0.883	1
647	0.028	0.291	0.627	0.511	0.901	1
648	0.274	0.683	0.0748	0.667	0.776	1
649	0.00845	0.799	0.0143	0.378	0.605	1
650	0.00968	0.836	0.0	0.658	0.817	1
651	0.0613	0.931	0.0	0.614	0.415	1
652	0.00579	0.683	0.00108	0.78	0.989	1
653	0.0472	0.379	0.748	0.529	0.782	1
654	0.000289	0.771	0.602	0.372	0.949	1
655	0.000183	0.695	0.439	0.424	0.792	1
656	0.000258	0.375	0.694	0.394	0.804	1
657	0.00533	0.421	0.332	0.0951	0.8	1
658	0.0216	0.886	0.0	0.823	0.474	1
659	0.0597	0.65	0.325	0.667	0.985	1
660	0.0155	0.76	0.85	0.294	0.944	1
661	0.0645	0.824	0.0707	0.846	0.883	1
662	0.0553	0.482	2.07e-06	0.222	0.72	1
663	0.00778	0.786	0.0	0.502	0.604	1
664	0.00842	0.853	0.0	0.566	0.578	1
665	0.315	0.794	0.0	0.821	0.82	1
666	0.114	0.725	0.0	0.432	0.661	1
667	0.025	0.854	0.0	0.492	0.46	1
668	0.436	0.862	0.0	0.766	0.364	1
669	0.461	0.432	0.0	0.675	0.703	1
670	0.0235	0.847	0.0	0.338	0.713	1
671	0.444	0.654	0.0	0.464	0.794	1
672	0.000134	0.701	0.000137	0.372	0.914	1
673	0.00264	0.844	0.865	0.635	0.728	1
674	0.155	0.582	0.0	0.67	0.884	1
675	0.0352	0.697	0.0	0.672	0.682	1
676	0.003	0.766	3.49e-05	0.346	0.453	1
677	0.426	0.872	0.000789	0.653	0.541	1
678	0.0152	0.621	0.0	0.524	0.813	1
679	0.311	0.675	0.0	0.508	0.617	1
680	0.104	0.689	0.0376	0.544	0.879	1
681	0.011	0.63	0.082	0.231	0.664	1
682	0.00246	0.514	0.0285	0.551	0.75	1
683	0.0557	0.599	0.00018	0.108	0.677	1
684	0.0281	0.64	8.01e-05	0.664	0.888	1
685	0.475	0.599	0.00153	0.609	0.533	1
686	0.356	0.667	0.00393	0.824	0.901	1
687	0.109	0.742	0.0239	0.687	0.77	1
688	0.0938	0.874	0.0	0.444	0.704	1
689	0.152	0.726	0.683	0.574	0.834	1
690	0.0247	0.834	0.0	0.308	0.732	1
691	0.00469	0.712	0.0412	0.831	0.865	1
692	0.422	0.422	0.0	0.668	0.641	1
693	0.268	0.651	0.0	0.418	0.773	1
694	0.00142	0.728	0.229	0.668	0.77	1
695	0.0296	0.907	0.0265	0.363	0.643	1
696	0.00255	0.855	2.95e-05	0.525	0.898	1
697	0.000901	0.769	0.0	0.323	0.792	1
698	0.00525	0.7	0.0	0.227	0.675	1
699	0.0215	0.825	0.0	0.424	0.489	1
700	0.015	0.607	0.118	0.517	0.913	1
701	0.0193	0.751	0.0	0.657	0.882	1
702	0.32	0.723	0.0	0.261	0.848	1
703	0.00152	0.626	0.0551	0.728	0.888	1
704	0.00723	0.743	0.0	0.398	0.633	1
705	0.224	0.752	0.931	0.564	0.767	1
706	0.000768	0.66	0.0389	0.661	0.763	1
707	0.00144	0.211	0.000732	0.395	0.963	1
708	0.0252	0.528	0.0894	0.428	0.514	1
709	4.91e-05	0.442	0.293	0.274	0.797	1
710	0.0468	0.876	0.000482	0.758	0.716	1
711	0.00174	0.67	0.00168	0.46	0.848	1
712	0.268	0.237	0.843	0.308	0.89	1
713	0.0438	0.59	0.0155	0.663	0.721	1
714	0.000334	0.907	0.425	0.614	0.616	1
715	0.0175	0.764	0.000161	0.404	0.547	1
716	0.0426	0.667	0.00649	0.338	0.465	1
717	0.00349	0.772	2.4e-05	0.287	0.407	1
718	0.717	0.345	0.000822	0.166	0.313	1
719	0.0151	0.502	0.000119	0.529	0.732	1
720	0.03	0.35	0.0	0.107	0.844	1
721	0.344	0.69	0.0	0.821	0.737	1
722	0.278	0.716	1.98e-06	0.915	0.568	1
723	0.591	0.624	7.79e-06	0.62	0.724	1
724	0.189	0.74	0.00128	0.574	0.798	1
725	0.0543	0.81	0.957	0.778	0.949	1
726	0.886	0.574	0.0817	0.226	0.324	1
727	0.076	0.741	4.89e-05	0.31	0.894	1
728	0.00963	0.667	0.000213	0.895	0.848	1
729	0.000195	0.122	0.713	0.0957	0.913	1
730	0.0715	0.869	0.0	0.458	0.712	1
731	0.0246	0.841	0.0	0.291	0.733	1
732	0.0116	0.816	0.0	0.373	0.543	1
733	0.649	0.288	0.712	0.0733	0.394	1
734	0.0392	0.57	0.177	0.039	0.742	1
735	0.00626	0.807	0.0288	0.674	0.634	1
736	0.0086	0.656	0.0923	0.0933	0.787	1
737	0.0152	0.333	0.0	0.338	0.789	1
738	0.064	0.652	2.87e-05	0.488	0.744	1
739	0.000986	0.771	0.0161	0.66	0.857	1
740	0.949	0.619	5.42e-05	0.0968	0.324	1
741	0.000483	0.701	0.00223	0.501	0.829	1
742	0.503	0.683	5.26e-05	0.771	0.478	1
743	0.364	0.507	0.0127	0.559	0.63	1
744	0.514	0.529	0.00821	0.464	0.645	1
745	0.351	0.561	0.0311	0.297	0.329	1
746	0.000294	0.827	0.543	0.341	0.462	1
747	0.134	0.359	0.0	0.296	0.662	1
748	0.00969	0.589	0.00104	0.398	0.621	1
749	7.59e-05	0.597	0.825	0.199	0.839	1
750	0.00778	0.677	0.477	0.912	0.64	1
751	0.0261	0.556	0.0163	0.508	0.722	1
752	0.0416	0.348	0.0	0.261	0.856	1
753	0.00207	0.468	0.00329	0.814	0.971	1
754	0.162	0.529	0.00199	0.456	0.95	1
755	0.0233	0.824	8.19e-06	0.669	0.572	1
756	0.37	0.645	0.0	0.176	0.836	1
757	0.00392	0.683	0.000441	0.593	0.692	1
758	0.14	0.85	0.000893	0.963	0.534	1
759	0.0796	0.868	0.0	0.314	0.627	1
760	0.00135	0.702	0.896	0.583	0.74	1
761	0.858	0.741	0.000522	0.444	0.449	1
762	0.464	0.655	0.877	0.696	0.704	1
763	0.00539	0.749	0.0	0.355	0.857	1
764	0.00011	0.742	0.607	0.391	0.965	1
765	0.000595	0.805	0.889	0.533	0.79	1
766	0.421	0.876	1.16e-06	0.618	0.675	1
767	0.00767	0.541	0.000765	0.721	0.982	1
768	0.112	0.857	0.000157	0.709	0.981	1
769	0.000518	0.771	0.901	0.591	0.963	1
770	0.0235	0.761	0.00972	0.948	0.478	1
771	0.00204	0.805	0.595	0.713	0.879	1
772	0.00118	0.682	0.622	0.324	0.953	1
773	0.000725	0.801	0.91	0.817	0.718	1
774	0.00188	0.661	0.0	0.615	0.837	1
775	0.0454	0.895	0.0	0.696	0.783	1
776	0.548	0.706	0.000313	0.246	0.707	1
777	0.15	0.516	0.0163	0.58	0.718	1
778	0.106	0.653	0.568	0.49	0.781	1
779	0.763	0.707	0.0	0.497	0.709	1
780	0.0505	0.794	1.81e-06	0.189	0.51	1
781	0.394	0.484	0.0	0.282	0.265	1
782	0.000599	0.487	0.0339	0.076	0.68	1
783	0.0126	0.6	0.05	0.372	0.811	1
784	0.713	0.628	0.00233	0.182	0.575	1
785	0.0323	0.227	0.125	0.36	0.635	1
786	0.768	0.275	0.897	0.176	0.216	1
787	0.00416	0.644	0.0168	0.302	0.848	1
788	0.00692	0.564	0.00175	0.695	0.846	1
789	0.712	0.277	0.0459	0.0576	0.29	1
790	0.296	0.609	0.0785	0.416	0.909	1
791	0.000563	0.417	3.31e-06	0.44	0.73	1
792	0.36	0.784	0.000684	0.503	0.649	1
793	0.0674	0.289	0.917	0.302	0.942	1
794	0.00342	0.313	0.0	0.709	0.893	1
795	0.000588	0.803	0.9	0.17	0.769	1
796	0.0421	0.895	9.72e-06	0.961	0.517	1
797	0.0326	0.598	0.00265	0.593	0.885	1
798	0.123	0.749	0.164	0.61	0.855	1
799	0.0625	0.758	0.000144	0.26	0.629	1
800	0.602	0.746	0.00824	0.596	0.484	1
801	0.00234	0.191	0.283	0.313	0.979	1
802	0.0389	0.856	9.03e-06	0.369	0.719	1
803	0.605	0.583	0.000691	0.621	0.515	1
804	0.00042	0.22	0.000541	0.72	0.94	1
805	0.464	0.535	9.32e-05	0.956	0.91	1
806	0.619	0.722	0.0786	0.466	0.28	1
807	0.0758	0.747	0.897	0.57	0.894	1
808	0.565	0.63	0.00146	0.573	0.374	1
809	0.615	0.508	0.0352	0.484	0.247	1
810	0.207	0.54	0.0765	0.411	0.21	1
811	0.114	0.665	0.303	0.0373	0.513	1
812	0.00884	0.51	0.286	0.094	0.603	1
813	0.114	0.665	0.303	0.0373	0.513	1
814	0.000321	0.647	0.833	0.188	0.793	1
815	0.612	0.649	0.0	0.478	0.406	1
816	0.172	0.683	0.000231	0.836	0.805	1
817	0.99	0.148	0.595	0.0638	0.031	1
818	0.227	0.873	0.0	0.647	0.504	1
819	0.00497	0.376	0.149	0.807	0.801	1
820	0.0113	0.523	0.204	0.428	0.863	1
821	0.0226	0.586	0.00827	0.523	0.892	1
822	0.666	0.827	0.443	0.94	0.503	1
823	0.11	0.589	0.204	0.869	0.616	1
824	0.391	0.702	0.8	0.292	0.495	1
825	0.0975	0.582	0.912	0.358	0.875	1
826	0.0169	0.374	2.72e-05	0.422	0.853	1
827	0.0339	0.422	0.0	0.667	0.851	1
828	0.127	0.474	0.0197	0.243	0.837	1
829	0.13	0.61	0.00283	0.925	0.672	1
830	0.597	0.571	0.0108	0.54	0.836	1
831	0.0672	0.802	0.0197	0.68	0.872	1
832	0.218	0.793	4.95e-06	0.16	0.607	1
833	0.0319	0.846	0.0398	0.671	0.472	1
834	0.269	0.575	0.0121	0.901	0.641	1
835	0.000997	0.787	0.811	0.507	0.916	1
836	0.304	0.614	0.0116	0.284	0.575	1
837	0.103	0.835	0.81	0.304	0.481	1
838	0.201	0.696	0.00125	0.971	0.852	1
839	0.611	0.597	0.0	0.767	0.71	1
840	0.0185	0.609	0.0195	0.0944	0.664	1
841	0.737	0.571	0.0281	0.813	0.839	1
842	0.229	0.494	5.69e-05	0.704	0.666	1
843	0.236	0.347	0.0	0.594	0.638	1
844	0.436	0.684	9.77e-05	0.821	0.486	1
845	0.000641	0.787	0.912	0.214	0.679	1
846	0.00254	0.696	0.834	0.537	0.643	1
847	0.0043	0.894	0.348	0.715	0.676	1
848	0.00524	0.81	0.854	0.817	0.547	1
849	0.0263	0.739	0.407	0.855	0.878	1
850	0.000173	0.641	0.425	0.827	0.954	1
851	0.136	0.829	2.15e-05	0.744	0.65	1
852	0.00479	0.777	0.0244	0.482	0.671	1
853	0.271	0.567	0.0	0.598	0.851	1
854	0.934	0.44	0.811	0.217	0.433	1
855	0.813	0.745	0.0	0.776	0.544	1
856	0.00113	0.616	1.67e-06	0.802	0.943	1
857	0.557	0.462	0.000881	0.375	0.714	1
858	0.916	0.334	0.837	0.0549	0.265	1
859	0.00325	0.686	0.000123	0.861	0.61	1
860	0.517	0.691	0.0164	0.96	0.714	1
861	0.292	0.592	0.268	0.927	0.688	1
862	0.0164	0.653	0.0311	0.796	0.875	1
863	0.0314	0.86	0.38	0.826	0.857	1
864	0.0114	0.682	0.735	0.334	0.78	1
865	0.0491	0.703	0.0	0.689	0.464	1
866	0.895	0.444	0.64	0.364	0.412	1
867	0.0624	0.476	0.353	0.419	0.571	1
868	0.000286	0.313	2.26e-05	0.389	0.872	1
869	4.19e-05	0.636	0.887	0.611	0.864	1
870	0.0983	0.632	0.581	0.889	0.586	1
871	0.314	0.43	0.000286	0.0537	0.734	1
872	0.809	0.833	0.0	0.954	0.684	1
873	0.723	0.688	0.625	0.63	0.421	1
874	0.577	0.438	0.759	0.134	0.404	1
875	0.59	0.789	0.802	0.713	0.698	1
876	0.156	0.819	0.000136	0.555	0.671	1
877	0.887	0.366	0.263	0.352	0.407	1
878	0.149	0.71	2.1e-05	0.492	0.959	1
879	0.00727	0.582	0.202	0.638	0.734	1
880	0.349	0.545	2.92e-06	0.685	0.507	1
881	4.61e-06	0.479	5.72e-05	0.55	0.854	1
882	0.0175	0.564	0.0	0.231	0.737	1
883	0.198	0.89	0.273	0.717	0.52	1
884	0.00543	0.363	0.00105	0.736	0.755	1
885	0.101	0.867	0.683	0.696	0.669	1
886	0.612	0.59	0.000162	0.262	0.578	1
887	0.000825	0.832	0.825	0.854	0.496	1
888	0.478	0.839	0.00281	0.894	0.585	1
889	0.0716	0.447	0.00426	0.309	0.416	1
890	0.0328	0.598	2.72e-05	0.2	0.657	1
891	0.0664	0.643	0.884	0.658	0.889	1
892	0.00324	0.746	0.672	0.627	0.613	1
893	0.000624	0.906	0.0857	0.646	0.648	1
894	0.000334	0.907	0.425	0.614	0.616	1
895	0.331	0.578	0.0	0.635	0.633	1
896	0.00431	0.808	0.598	0.69	0.916	1
897	0.0252	0.745	0.878	0.49	0.894	1
898	0.0125	0.634	0.84	0.233	0.858	1
899	0.198	0.603	0.00035	0.814	0.921	1
900	0.00166	0.587	0.53	0.696	0.841	1
901	0.0289	0.93	0.00244	0.577	0.483	1
902	0.0124	0.585	0.0164	0.715	0.62	1
903	0.0245	0.803	0.405	0.451	0.427	1
904	0.411	0.757	0.00221	0.787	0.868	1
905	0.157	0.729	0.285	0.909	0.818	1
906	2.6e-05	0.76	0.076	0.683	0.669	1
907	0.000885	0.79	0.446	0.961	0.427	1
908	0.207	0.786	0.0012	0.9	0.963	1
909	0.242	0.708	0.000147	0.717	0.441	1
910	0.643	0.729	0.135	0.872	0.666	1
911	0.312	0.76	0.534	0.682	0.636	1
912	0.847	0.661	0.334	0.975	0.76	1
913	0.00428	0.704	0.28	0.865	0.895	1
914	0.0154	0.606	0.905	0.82	0.913	1
915	0.00207	0.587	0.579	0.539	0.915	1
916	0.16	0.66	0.848	0.835	0.591	1
917	0.000779	0.34	0.0188	0.39	0.454	1
918	0.0476	0.723	0.00147	0.573	0.755	1
919	0.717	0.285	0.0	0.48	0.512	1
920	0.218	0.63	0.0527	0.698	0.862	1
921	0.783	0.418	6.61e-05	0.342	0.0962	1
922	0.087	0.529	6.34e-06	0.104	0.571	1
923	0.0112	0.465	0.802	0.47	0.727	1
924	0.0133	0.69	0.907	0.62	0.911	1
925	0.0044	0.449	0.897	0.296	0.962	1
926	0.9	0.582	0.538	0.414	0.401	1
927	0.934	0.44	0.811	0.217	0.433	1
928	0.0395	0.669	0.406	0.921	0.904	1
929	0.189	0.622	0.0124	0.576	0.752	1
930	6.89e-05	0.286	0.034	0.185	0.704	1
931	0.0552	0.373	0.0	0.357	0.63	1
932	0.136	0.906	6.44e-05	0.68	0.444	1
933	0.00134	0.789	1.39e-06	0.562	0.682	1
934	0.155	0.822	0.000632	0.608	0.863	1
935	0.0599	0.756	0.000562	0.426	0.853	1
936	0.189	0.555	0.459	0.23	0.759	1
937	0.0633	0.897	0.0	0.204	0.661	1
938	0.56	0.654	0.907	0.124	0.499	1
939	0.0442	0.679	0.793	0.289	0.462	1
940	0.0004	0.804	0.935	0.0451	0.64	1
941	0.078	0.815	0.826	0.616	0.459	1
942	1.65e-05	0.499	0.941	0.367	0.506	1
943	0.0423	0.84	0.613	0.468	0.918	1
944	0.0109	0.816	0.756	0.144	0.747	1
945	0.016	0.646	0.0243	0.635	0.757	1
946	0.028	0.658	0.00356	0.881	0.568	1
947	0.00159	0.865	0.428	0.595	0.603	1
948	0.003	0.754	0.795	0.55	0.968	1
949	0.0372	0.89	0.385	0.195	0.443	1
950	0.514	0.731	0.332	0.33	0.638	1
951	0.109	0.748	0.0	0.194	0.623	1
952	0.758	0.744	0.0	0.775	0.555	1
953	0.34	0.77	0.0	0.869	0.409	1
954	0.269	0.663	8.81e-05	0.899	0.602	1
955	0.411	0.236	5.43e-06	0.313	0.706	1
956	0.666	0.354	0.0	0.561	0.366	1
957	0.517	0.367	0.0	0.255	0.215	1
958	0.00594	0.58	0.00163	0.285	0.859	1
959	0.0173	0.916	1.11e-06	0.467	0.571	1
960	0.0681	0.767	0.91	0.578	0.686	1
961	0.0853	0.864	0.778	0.74	0.552	1
962	0.661	0.457	1.54e-06	0.844	0.909	1
963	0.543	0.785	0.291	0.806	0.796	1
964	0.211	0.418	0.0443	0.127	0.547	1
965	0.0378	0.81	1.82e-06	0.86	0.793	1
966	0.0159	0.588	0.0	0.0602	0.596	1
967	0.0384	0.841	0.0	0.43	0.729	1
968	0.000954	0.775	0.0	0.288	0.823	1
969	0.147	0.85	0.0	0.769	0.509	1
970	0.00444	0.413	0.0	0.184	0.633	1
971	0.222	0.76	0.0	0.57	0.79	1
972	0.0745	0.409	0.00523	0.354	0.532	1
973	0.957	0.342	0.114	0.329	0.159	1
974	0.0475	0.606	0.0	0.325	0.503	1
975	0.00369	0.647	0.00641	0.438	0.762	1
976	0.0216	0.709	0.0125	0.106	0.669	1
977	0.156	0.378	0.152	0.332	0.572	1
978	0.112	0.555	0.00319	0.544	0.699	1
979	0.382	0.735	0.856	0.535	0.555	1
980	0.0564	0.607	0.0178	0.255	0.435	1
981	0.0369	0.448	0.0425	0.404	0.733	1
982	0.655	0.507	0.363	0.0978	0.466	1
983	0.138	0.667	0.00685	0.36	0.658	1
984	0.345	0.855	0.0573	0.676	0.605	1
985	0.2	0.739	0.824	0.782	0.848	1
986	0.0739	0.833	0.00351	0.457	0.663	1
987	0.00535	0.654	0.00321	0.778	0.641	1
988	0.208	0.514	0.0132	0.31	0.632	1
989	0.0019	0.468	0.00704	0.645	0.88	1
990	0.135	0.756	0.0	0.662	0.415	1
991	0.0208	0.869	1e-06	0.668	0.687	1
992	0.144	0.709	0.000101	0.505	0.412	1
993	0.0559	0.521	0.0	0.825	0.851	1
994	0.0852	0.858	0.0	0.658	0.789	1
995	4.69e-06	0.566	0.309	0.656	0.869	1
996	0.148	0.701	0.625	0.794	0.788	1
997	0.374	0.772	2.44e-06	0.557	0.612	1
998	0.142	0.714	1.25e-06	0.429	0.566	1
999	0.0313	0.515	0.0	0.617	0.902	1
1000	0.00531	0.859	0.000124	0.628	0.624	1
1001	0.0381	0.709	0.0	0.474	0.797	1
1002	0.102	0.699	0.0	0.412	0.724	1
1003	0.377	0.497	0.0	0.382	0.734	1
1004	0.0669	0.832	0.0	0.583	0.854	1
1005	0.285	0.88	7.66e-05	0.761	0.697	1
1006	0.289	0.506	0.0139	0.294	0.43	1
1007	0.202	0.732	0.0	0.713	0.974	1
1008	0.671	0.539	0.0	0.645	0.74	1
1009	0.352	0.494	0.0	0.884	0.78	1
1010	0.00298	0.545	0.00117	0.681	0.904	1
1011	0.397	0.739	0.0	0.357	0.665	1
1012	0.134	0.603	0.0	0.311	0.64	1
1013	0.0641	0.667	4e-06	0.661	0.673	1
1014	0.375	0.561	0.0	0.683	0.588	1
1015	0.258	0.812	0.0	0.851	0.937	1
1016	0.0103	0.745	4.2e-06	0.374	0.822	1
1017	0.329	0.673	0.0	0.364	0.922	1
1018	0.35	0.794	0.0	0.73	0.801	1
1019	0.1	0.575	0.0	0.822	0.723	1
1020	0.819	0.64	3.63e-05	0.273	0.196	0
1021	0.0677	0.587	1.88e-06	0.65	0.628	0
1022	0.013	0.631	0.0	0.637	0.716	0
1023	0.231	0.589	0.0	0.464	0.809	0
1024	0.000907	0.612	0.0	0.502	0.841	0
1025	0.01	0.553	0.0	0.574	0.743	0
1026	0.0538	0.548	8.22e-06	0.694	0.877	0
1027	0.151	0.528	3e-05	0.797	0.842	0
1028	0.27	0.663	0.000279	0.555	0.656	0
1029	0.0549	0.53	0.0	0.703	0.809	0
1030	0.0966	0.525	0.0	0.313	0.657	0
1031	0.0244	0.553	0.0	0.702	0.747	0
1032	0.0102	0.533	0.0	0.481	0.91	0
1033	0.148	0.726	0.000433	0.666	0.595	0
1034	0.00733	0.584	0.0	0.527	0.716	0
1035	0.0165	0.443	2.89e-06	0.437	0.804	0
1036	0.124	0.521	0.000219	0.549	0.805	0
1037	0.661	0.476	0.0	0.205	0.527	0
1038	0.0159	0.591	0.0	0.52	0.577	0
1039	0.335	0.5	0.0	0.293	0.622	0
1040	0.234	0.674	7.98e-05	0.962	0.706	0
1041	0.144	0.631	0.0	0.692	0.658	0
1042	0.0494	0.562	0.0	0.466	0.94	0
1043	0.214	0.638	0.0	0.445	0.634	0
1044	0.733	0.409	0.0	0.421	0.645	0
1045	0.0968	0.434	0.0	0.478	0.664	0
1046	0.333	0.439	0.0	0.688	0.802	0
1047	0.0915	0.533	0.0	0.506	0.533	0
1048	0.0207	0.434	0.00209	0.426	0.921	0
1049	0.0558	0.523	6.96e-06	0.52	0.725	0
1050	0.00898	0.612	0.0	0.675	0.799	0
1051	0.0993	0.51	0.0	0.542	0.904	0
1052	0.424	0.55	0.0	0.462	0.774	0
1053	0.397	0.596	0.0	0.381	0.544	0
1054	0.0166	0.622	0.000875	0.585	0.745	0
1055	0.0344	0.659	0.00121	0.949	0.926	0
1056	0.00566	0.479	0.0	0.759	0.86	0
1057	0.186	0.56	0.0	0.466	0.78	0
1058	0.0179	0.512	0.0	0.313	0.587	0
1059	0.0292	0.403	0.0	0.634	0.745	0
1060	0.312	0.536	0.0	0.472	0.722	0
1061	0.116	0.685	0.0	0.532	0.783	0
1062	0.638	0.71	0.0	0.52	0.498	0
1063	0.463	0.731	1.04e-06	0.618	0.469	0
1064	0.208	0.501	0.0	0.627	0.836	0
1065	0.861	0.425	0.0148	0.297	0.372	0
1066	0.0209	0.458	0.0	0.709	0.894	0
1067	0.0406	0.488	0.0	0.637	0.915	0
1068	0.422	0.482	1.87e-05	0.596	0.739	0
1069	0.0527	0.442	0.0	0.554	0.784	0
1070	0.00434	0.555	0.0	0.558	0.896	0
1071	0.0551	0.41	0.0	0.592	0.738	0
1072	0.273	0.507	0.0567	0.492	0.81	0
1073	0.129	0.69	0.0	0.652	0.626	0
1074	0.865	0.641	4.08e-06	0.289	0.0628	0
1075	0.279	0.655	0.0	0.931	0.785	0
1076	0.2	0.529	0.0	0.343	0.803	0
1077	0.0304	0.681	0.0	0.761	0.845	0
1078	0.229	0.694	0.0	0.826	0.815	0
1079	0.231	0.755	0.0	0.734	0.789	0
1080	0.0744	0.684	0.0	0.645	0.823	0
1081	0.0258	0.746	0.0	0.471	0.794	0
1082	0.243	0.683	0.0	0.746	0.691	0
1083	0.0245	0.747	4.46e-05	0.746	0.864	0
1084	0.286	0.706	0.0	0.42	0.689	0
1085	0.168	0.859	4.65e-05	0.913	0.756	0
1086	0.0277	0.489	6.18e-06	0.507	0.962	0
1087	0.154	0.889	0.000107	0.916	0.853	0
1088	0.0559	0.832	0.000486	0.714	0.772	0
1089	0.116	0.685	0.0	0.886	0.859	0
1090	0.27	0.639	0.0	0.766	0.869	0
1091	0.209	0.66	0.0	0.849	0.786	0
1092	0.4	0.761	0.0	0.717	0.838	0
1093	0.0309	0.792	0.0	0.45	0.819	0
1094	0.547	0.76	1.3e-06	0.74	0.838	0
1095	0.211	0.711	0.000198	0.929	0.875	0
1096	0.205	0.735	0.000194	0.783	0.482	0
